0,0
0.08,0
0.16,0
0.24,0
0.32,0
0.4,0
0.48,0
0.56,0
0.64,0
0.72,0
0.8,0
0.88,0
0.96,0
1.04,0
1.12,0
1.2,0
1.28,0
1.36,0
1.44,0
1.48,0
1.5599,0.004
1.6389,0.0159
1.7164,0.0357
1.7915,0.0632
1.8635,0.0979
1.9317,0.1397
1.9954,0.1881
2.0539,0.2426
2.1067,0.3027
2.1532,0.3678
2.193,0.4371
2.2256,0.5101
2.2508,0.586
2.2684,0.664
2.278,0.7434
2.28,0.9
2.28,0.98
2.28,1.06
2.28,1.14
2.28,1.22
2.28,1.3
2.28,1.38
2.28,1.46
2.28,1.54
2.28,1.62
2.28,1.7
2.28,1.78
2.28,1.86
2.28,1.94
2.28,2.02
2.28,2.1
2.28,2.18
2.28,2.26
2.28,2.34
2.28,2.42
2.28,2.5
2.28,2.55
2.276,2.6299
2.2641,2.7089
2.2443,2.7864
2.2168,2.8615
2.1821,2.9335
2.1403,3.0017
2.0919,3.0654
2.0374,3.1239
1.9773,3.1767
1.9122,3.2232
1.8429,3.263
1.7699,3.2956
1.694,3.3208
1.616,3.3384
1.5366,3.348
1.48,3.35
1.4,3.35
1.32,3.35
1.24,3.35
1.16,3.35
1.08,3.35
1,3.35
0.92,3.35
0.84,3.35
0.76,3.35
0.68,3.35
0.6,3.35
0.52,3.35
0.44,3.35
0.36,3.35
0.28,3.35
0.2,3.35
0.12,3.35
0.04,3.35
-0.04,3.35
-0.12,3.35
-0.2,3.35
-0.28,3.35
-0.36,3.35
-0.44,3.35
-0.52,3.35
-0.6,3.35
-0.68,3.35
-0.76,3.35
-0.84,3.35
-0.92,3.35
-1,3.35
-1.08,3.35
-1.16,3.35
-1.24,3.35
-1.32,3.35
-1.4,3.35
-1.48,3.35
-1.56,3.35
-1.64,3.35
-1.72,3.35
-1.8,3.35
-1.88,3.35
-1.96,3.35
-2.04,3.35
-2.12,3.35
-2.2,3.35
-2.28,3.35
-2.36,3.35
-2.44,3.35
-2.52,3.35
-2.6,3.35
-2.68,3.35
-2.76,3.35
-2.84,3.35
-2.92,3.35
-3,3.35
-3.08,3.35
-3.16,3.35
-3.24,3.35
-3.32,3.35
-3.4,3.35
-3.48,3.35
-3.56,3.35
-3.64,3.35
-3.72,3.35
-3.8,3.35
-3.88,3.35
-3.96,3.35
-4.04,3.35
-4.12,3.35
-4.2,3.35
-4.28,3.35
-4.36,3.35
-4.44,3.35
-4.52,3.35
-4.6,3.35
-4.68,3.35
-4.76,3.35
-4.84,3.35
-4.92,3.35
-5,3.35
-5.08,3.35
-5.16,3.35
-5.24,3.35
-5.32,3.35
-5.4,3.35
-5.48,3.35
-5.56,3.35
-5.64,3.35
-5.72,3.35
-5.8,3.35
-5.88,3.35
-5.96,3.35
-6.04,3.35
-6.12,3.35
-6.2,3.35
-6.28,3.35
-6.36,3.35
-6.44,3.35
-6.52,3.35
-6.6,3.35
-6.68,3.35
-6.76,3.35
-6.84,3.35
-6.92,3.35
-7,3.35
-7.08,3.35
-7.16,3.35
-7.2,3.35
-7.2799,3.346
-7.3589,3.3341
-7.4364,3.3143
-7.5115,3.2868
-7.5835,3.2521
-7.6517,3.2103
-7.7154,3.1619
-7.7739,3.1074
-7.8267,3.0473
-7.8732,2.9822
-7.913,2.9129
-7.9456,2.8399
-7.9708,2.764
-7.9884,2.686
-7.998,2.6066
-8,2.55
-8,2.47
-8,2.39
-8,2.31
-8,2.23
-8,2.15
-8,2.07
-8,1.99
-8,1.91
-8,1.83
-8,1.75
-8,1.67
-8,1.59
-8,1.51
-8,1.43
-8,1.35
-8,1.27
-8,1.19
-8,1.11
-8,1.03
-8,0.95
-8,0.87
-8,0.8
-7.996,0.7201
-7.9841,0.6411
-7.9643,0.5636
-7.9368,0.4885
-7.9021,0.4165
-7.8603,0.3483
-7.8119,0.2846
-7.7574,0.2261
-7.6973,0.1733
-7.6322,0.1268
-7.5629,0.087
-7.4899,0.0544
-7.414,0.0292
-7.336,0.0116
-7.2566,0.002
-7.2,0
-7.12,0
-7.04,0
-6.96,0
-6.88,0
-6.8,0
-6.72,0
-6.64,0
-6.56,0
-6.48,0
-6.4,0
-6.32,0
-6.24,0
-6.16,0
-6.08,0
-6,0
-5.92,0
-5.84,0
-5.76,0
-5.68,0
-5.6,0
-5.52,0
-5.44,0
-5.36,0
-5.28,0
-5.2,0
-5.12,0
-5.04,0
-4.96,0
-4.88,0
-4.8,0
-4.72,0
-4.64,0
-4.56,0
-4.48,0
-4.4,0
-4.32,0
-4.24,0
-4.16,0
-4.08,0
-4,0
-3.92,0
-3.84,0
-3.76,0
-3.68,0
-3.6,0
-3.52,0
-3.44,0
-3.36,0
-3.28,0
-3.2,0
-3.12,0
-3.04,0
-2.96,0
-2.88,0
-2.8,0
-2.72,0
-2.64,0
-2.56,0
-2.48,0
-2.4,0
-2.32,0
-2.24,0
-2.16,0
-2.08,0
-2,0
-1.92,0
-1.84,0
-1.76,0
-1.68,0
-1.6,0
-1.52,0
-1.44,0
-1.36,0
-1.28,0
-1.2,0
-1.12,0
-1.04,0
-0.96,0
-0.88,0
-0.8,0
-0.72,0
-0.64,0
-0.56,0
-0.48,0
-0.4,0
-0.32,0
-0.24,0
-0.16,0
