0,0
0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
1,0
1.1,0
1.2,0
1.3,0
1.4,0
1.48,0
1.5837,0.0068
1.6857,0.0269
1.7842,0.0601
1.8775,0.1057
1.9641,0.1631
2.0426,0.2313
2.1116,0.309
2.1699,0.395
2.2166,0.4879
2.2508,0.586
2.2721,0.6877
2.28,0.7914
2.28,0.9
2.28,1
2.28,1.1
2.28,1.2
2.28,1.3
2.28,1.4
2.28,1.5
2.28,1.6
2.28,1.7
2.28,1.8
2.28,1.9
2.28,2
2.28,2.1
2.28,2.2
2.28,2.3
2.28,2.4
2.28,2.5
2.28,2.5
2.2732,2.6037
2.2531,2.7057
2.2199,2.8042
2.1743,2.8975
2.1169,2.9841
2.0487,3.0626
1.971,3.1316
1.885,3.1899
1.7921,3.2366
1.694,3.2708
1.5923,3.2921
1.4886,3.3
1.48,3.3
1.38,3.3
1.28,3.3
1.18,3.3
1.08,3.3
0.98,3.3
0.88,3.3
0.78,3.3
0.68,3.3
0.58,3.3
0.48,3.3
0.38,3.3
0.28,3.3
0.18,3.3
0.08,3.3
-0.02,3.3
-0.12,3.3
-0.22,3.3
-0.32,3.3
-0.42,3.3
-0.52,3.3
-0.62,3.3
-0.72,3.3
-0.82,3.3
-0.92,3.3
-1.02,3.3
-1.12,3.3
-1.22,3.3
-1.32,3.3
-1.42,3.3
-1.52,3.3
-1.62,3.3
-1.72,3.3
-1.82,3.3
-1.92,3.3
-2.02,3.3
-2.12,3.3
-2.22,3.3
-2.32,3.3
-2.42,3.3
-2.52,3.3
-2.62,3.3
-2.72,3.3
-2.82,3.3
-2.92,3.3
-3.02,3.3
-3.12,3.3
-3.22,3.3
-3.32,3.3
-3.42,3.3
-3.52,3.3
-3.62,3.3
-3.72,3.3
-3.82,3.3
-3.92,3.3
-4.02,3.3
-4.12,3.3
-4.22,3.3
-4.32,3.3
-4.42,3.3
-4.52,3.3
-4.62,3.3
-4.72,3.3
-4.82,3.3
-4.92,3.3
-5.02,3.3
-5.12,3.3
-5.22,3.3
-5.32,3.3
-5.42,3.3
-5.52,3.3
-5.62,3.3
-5.72,3.3
-5.82,3.3
-5.92,3.3
-6.02,3.3
-6.12,3.3
-6.22,3.3
-6.32,3.3
-6.42,3.3
-6.52,3.3
-6.62,3.3
-6.72,3.3
-6.82,3.3
-6.92,3.3
-7.02,3.3
-7.12,3.3
-7.2,3.3
-7.3037,3.2932
-7.4057,3.2731
-7.5042,3.2399
-7.5975,3.1943
-7.6841,3.1369
-7.7626,3.0687
-7.8316,2.991
-7.8899,2.905
-7.9366,2.8121
-7.9708,2.714
-7.9921,2.6123
-8,2.5086
-8,2.5
-8,2.4
-8,2.3
-8,2.2
-8,2.1
-8,2
-8,1.9
-8,1.8
-8,1.7
-8,1.6
-8,1.5
-8,1.4
-8,1.3
-8,1.2
-8,1.1
-8,1
-8,0.9
-8,0.8
-8,0.8
-7.9932,0.6963
-7.9731,0.5943
-7.9399,0.4958
-7.8943,0.4025
-7.8369,0.3159
-7.7687,0.2374
-7.691,0.1684
-7.605,0.1101
-7.5121,0.0634
-7.414,0.0292
-7.3123,0.0079
-7.2086,0
-7.2,0
-7.1,0
-7,0
-6.9,0
-6.8,0
-6.7,0
-6.6,0
-6.5,0
-6.4,0
-6.3,0
-6.2,0
-6.1,0
-6,0
-5.9,0
-5.8,0
-5.7,0
-5.6,0
-5.5,0
-5.4,0
-5.3,0
-5.2,0
-5.1,0
-5,0
-4.9,0
-4.8,0
-4.7,0
-4.6,0
-4.5,0
-4.4,0
-4.3,0
-4.2,0
-4.1,0
-4,0
-3.9,0
-3.8,0
-3.7,0
-3.6,0
-3.5,0
-3.4,0
-3.3,0
-3.2,0
-3.1,0
-3,0
-2.9,0
-2.8,0
-2.7,0
-2.6,0
-2.5,0
-2.4,0
-2.3,0
-2.2,0
-2.1,0
-2,0
-1.9,0
-1.8,0
-1.7,0
-1.6,0
-1.5,0
-1.4,0
-1.3,0
-1.2,0
-1.1,0
-1,0
-0.9,0
-0.8,0
-0.7,0
-0.6,0
-0.5,0
-0.4,0
-0.3,0
-0.2,0
-0.1,0
