0 0 
0.107797 -0.140518
0.224022 -0.0953898
0.170271 -0.261929
0.343425 -0.190904
0.536435 -0.145144
0.844096 -0.129959
0.978441 -0.0729969
1.10819 -0.0833085
1.44309 -0.0741959
1.44662 0.0443804
1.48283 -0.055003
1.58845 -0.0205847
1.71077 -0.0398932
1.91694 0.554399
1.77184 0.894925
1.77533 1.04694
1.73858 1.1429
1.92058 1.24544
1.94721 1.34281
1.97717 1.46763
2.17253 1.13019
2.18861 1.27522
2.30561 1.66576
2.22435 2.18498
2.21995 2.37708
2.16515 2.20048
2.16775 2.42534
2.21352 2.78659
2.18918 3.05817
2.19249 3.18657
1.81064 3.30045
1.96716 3.18591
1.64621 3.29129
1.52197 3.30023
1.4136 3.28659
1.28501 3.2918
0.921432 3.33141
0.785864 3.31819
0.0379633 3.34581
-0.169203 3.38603
-0.358463 3.35839
-0.50921 3.36808
-0.739677 3.37586
-0.849306 3.33724
-1.00309 3.34308
-1.16667 3.36182
-1.6099 3.3341
-1.77212 3.32574
-2.06749 3.34521
-2.19147 3.37015
-2.40825 3.36671
-2.60853 3.42407
-2.80013 3.42347
-3.10916 3.45306
-3.47436 3.42362
-3.68658 3.41608
-3.8812 3.42973
-4.10855 3.45582
-4.33971 3.47349
-4.55713 3.50683
-4.85402 3.59067
-5.32368 3.61771
-5.53463 3.58119
-5.84617 3.55466
-6.14512 3.51782
-6.45168 3.57358
-6.6243 3.55919
-6.89571 3.5734
-7.12345 3.58423
-7.35877 3.58184
-7.6273 3.5302
-7.80719 3.52204
-7.94337 3.16414
-7.9766 2.62886
-7.92622 2.33124
-7.87569 2.19177
-7.91554 1.74812
-7.91623 1.4241
-7.92205 1.1819
-7.93318 0.898235
-7.94607 0.647911
-7.71929 0.366122
-7.3287 0.217378
-6.61629 0.0921967
-6.79784 -0.0500422
-6.60125 -0.0694402
-5.28656 0.0318158
-4.97686 0.0166117
-5.54023 -0.0253618
-5.26721 -0.0219298
-5.48826 -0.11106
-5.29593 -0.023644
-4.72505 0.104373
-4.05858 0.147142
-3.68663 -0.0422442
-3.44764 -0.0690286
-3.36086 -0.17674
-3.07671 -0.132667
-2.90748 -0.107413
-2.20337 -0.178491
-1.8841 -0.256477
-1.65631 -0.26806
-1.45006 -0.268029
-1.32062 -0.245655
-0.954903 -0.142363
-0.854768 -0.143381
-0.465272 -0.164035
-0.353453 -0.149354
-0.5064 -0.183765
-0.407655 -0.156634
-0.291454 -0.189037
-0.190823 -0.202709
0.0204677 -0.170293
0.164338 -0.187512
0.88374 -0.170251
